決算年度,業務コード,業種コード,事業コード,団体コード,団体名,施設コード,施設名,表番号,行番号,条件1,条件2,条件3,条件4,条件5,条件6,条件7,条件8,列001,列002,列003,列004,列005,列006,列007,列008,列009,列010,列011,列012,列013,列014,列015,列016,列017,列018,列019,列020,列021,列022,列023,列024,列025,列026,列027,列028,列029,列030,列031,列032,列033,列034,列035,列036,列037,列038,列039,列040,列041,列042,列043,列044,列045,列046,列047,列048,列049,列050,列051,列052,列053,列054,列055,列056,列057,列058,列059,列060,列061,列062,列063,列064,列065,列066,列067,列068,列069,列070,列071,列072,列073,列074,列075,列076,列077,列078,列079,列080
2015,46,6,0,47500,地方独立行政法人宮城県立こども病院,1,宮城県立こども病院,68,1,1,6,2,4,3,0,0,0,801347,15312,44584,0,741451,25980,0,25980,2005377,1972352,241667,1085711,316,15676,0,628982,33025,17720,13100,2205,0,961,0,961,14774123,10662540,4052640,0,58943,6580824,4348901,2221411,0,10512,8193299,0,0,0,0,1192659,1153937,531,1046,0,0,0,0,0,0,0,0,33025,9828,7265,1223,7892,5835,982,,,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,47510,地方独立行政法人宮城県立病院機構,1,宮城県立循環器・呼吸器病センター,68,1,4,6,2,5,3,0,0,0,6421,0,1344,0,5077,4809,0,4809,635282,624209,50897,293550,227,0,20295,259240,11073,5152,3115,2806,0,155,0,155,3099734,1935049,1087331,0,77354,1513432,691484,786079,0,35869,1586302,0,0,0,0,163479,153594,2089,5872,0,0,0,0,0,0,0,0,11073,1017,2921,315,4135,194,2491,,,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,47510,地方独立行政法人宮城県立病院機構,2,宮城県立精神医療センター,68,1,4,6,1,9,3,0,0,0,125599,0,245,0,125354,10334,0,10334,548992,521171,54993,283279,254,0,25691,156954,27821,17421,1638,8762,0,540,0,540,1830551,1498970,251791,0,79790,795668,604437,155449,0,35782,1034883,0,0,0,0,386570,334451,15127,33250,0,0,0,0,0,0,0,0,27821,6060,1024,1047,11361,614,7715,,,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,47510,地方独立行政法人宮城県立病院機構,3,宮城県立がんセンター,68,1,4,6,2,3,3,0,0,0,201956,69863,0,0,132093,68301,0,68301,1961469,1829418,152534,1000034,366,0,34577,641907,132051,29664,7035,95352,0,42581,0,42581,10953080,6883364,3970546,0,99170,3915631,1498275,2389419,0,27937,7037449,0,0,0,0,1525542,1459082,25514,9704,0,0,0,0,0,0,0,0,132051,10250,1972,26737,19414,5063,68615,,,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,57500,地方独立行政法人秋田県立病院機構,1,脳血管研究センター,68,1,2,6,2,5,3,0,0,0,131551,6711,1128,52305,71407,21164,0,21164,1151255,1053441,125240,590415,218,6616,4850,326102,96639,11987,8853,75799,1175,242088,0,242088,5948875,2544910,3027046,0,376919,3498488,1237544,2079520,0,181424,2450387,0,0,0,0,619537,590704,11983,6615,0,0,0,0,0,0,0,0,96639,4323,8853,71479,7664,0,4320,,,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,57500,地方独立行政法人秋田県立病院機構,2,リハビリテーション・精神医療センター,68,1,4,6,1,3,3,0,0,0,29944,6215,0,360,23369,12173,0,12173,637999,619949,72172,394983,222,5749,24442,122381,17531,8721,2701,6109,519,106738,0,106738,7199803,6143770,1012562,0,43471,3388511,2733222,636607,0,18682,3811292,0,0,0,0,425664,374885,32240,11341,0,0,0,0,0,0,0,0,17531,2176,1414,4653,6545,1287,1456,,,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,57510,地方独立行政法人市立秋田総合病院,1,地方独立行政法人市立秋田総合病院,68,1,2,6,1,2,3,0,0,0,228525,61650,49395,70603,46877,78184,0,78184,1484947,1454019,138815,851366,222,6346,53140,404130,30928,10633,7975,12320,0,324058,0,324058,7396189,4813397,2527232,0,55560,1487616,714308,760197,0,13111,5908573,0,0,0,0,1799379,1673380,78020,47979,0,0,0,0,0,0,0,0,30928,7698,6388,12184,2935,1587,136,,,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,67500,地方独立行政法人山形県・酒田市病院機構,1,日本海総合病院,68,1,3,6,1,1,3,0,0,0,517832,89976,82298,547,345011,99467,0,99467,3609318,3534332,302165,1321923,0,13038,58175,1839031,69295,39997,9513,19785,5691,611282,0,611282,22262859,15664729,6296522,0,301608,8164727,3888900,4102472,0,173355,14098132,0,0,0,0,3071286,2672398,124203,55175,0,0,0,0,0,0,0,0,69295,13493,5030,8456,26504,4483,11329,,,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,67500,地方独立行政法人山形県・酒田市病院機構,2,酒田医療センター,68,1,3,6,2,5,3,0,0,0,14404,4315,226,0,9863,7211,0,7211,371498,367295,48570,182089,87,1813,401,134335,4171,2656,516,999,32,25188,0,25188,2402736,2199422,194132,0,9182,544003,425256,114212,0,4535,1858733,0,0,0,0,162528,150310,9733,2303,0,0,0,0,0,0,0,0,4171,86,417,0,2570,99,999,,,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,97500,地方独立行政法人新小山市民病院,1,地方独立行政法人新小山市民病院,68,1,3,6,2,3,3,0,0,0,205713,77363,0,67861,60489,41170,474,40696,1338532,1322333,112481,473696,1435,27458,52203,655060,12919,6244,2274,4401,3280,770155,0,770155,10195802,3731689,2758204,0,3705909,1144146,48582,972516,0,123048,9051656,0,0,0,0,1148643,1065888,13462,20363,0,0,0,0,0,0,0,0,12919,2375,498,557,3869,1776,3844,,,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,127500,地方独立行政法人さんむ医療センター,1,地方独立行政法人　さんむ医療センター,68,1,4,6,1,3,3,0,0,0,258998,29305,56216,39314,134163,25071,0,25071,744807,733862,72811,379360,574,1276,632,279209,10945,2995,4958,2992,0,28366,0,28366,2896688,1885105,1011117,0,466,1652133,956623,695090,0,420,1244555,0,0,0,0,613113,598918,10482,3713,0,0,0,0,0,0,0,0,10945,2233,3872,1667,762,1086,1325,,,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,127510,地方独立行政法人東金九十九里地域医療センター,1,東千葉メディカルセンター,68,1,4,6,2,4,3,0,0,0,107045,51857,0,0,55188,23841,0,23841,1548285,1543449,152416,779757,426,3354,80,607416,4836,0,0,4836,0,52,0,52,11630447,4916072,3239006,0,3475369,1765279,253858,1032004,0,479417,9865168,0,0,0,0,605522,566992,34173,4357,0,0,0,0,0,0,0,0,4836,0,0,3125,0,0,1711,,,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,137500,地方独立行政法人東京都健康長寿医療センター,1,地方独立行政法人東京都健康長寿医療センター,68,1,1,6,2,1,3,0,0,0,698272,521414,21735,0,155123,541334,0,541334,3028066,2970371,473774,1399503,514,229257,0,867323,57670,12350,1900,43420,25,2070603,0,2070603,26554143,17050129,9239654,0,264360,7290623,2149479,5102545,0,38599,19263520,0,0,0,0,2138272,1945084,66873,6331,0,0,0,0,0,0,0,0,57670,12350,1900,43420,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,147500,地方独立行政法人神奈川県立病院機構,1,足柄上病院,68,1,6,6,2,4,3,0,0,0,138354,31497,25239,8681,72937,60868,0,60868,1304393,1231851,112904,648486,0,13065,0,457396,72542,5154,5246,62142,0,45,0,45,7781824,5859521,1713471,0,208832,3362311,2470087,804521,0,87703,4419513,0,0,0,0,890776,815060,18555,10465,0,0,0,0,0,0,0,0,72542,748,761,58186,4406,4485,3956,,,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,147500,地方独立行政法人神奈川県立病院機構,2,精神医療センター,68,1,1,6,1,9,3,0,0,0,38113,10462,0,0,27651,12462,0,12462,736291,697771,103086,332736,0,11886,0,250063,38520,2191,3172,33157,0,2073,0,2073,8199476,6955291,937686,0,306499,879455,583638,275971,0,19846,7320021,0,0,0,0,538118,494561,20939,2380,0,0,0,0,0,0,0,0,38520,226,327,32777,1965,2845,380,,,,,,,,,,,,,,,,,,,,,,
