決算年度,業務コード,業種コード,事業コード,団体コード,団体名,施設コード,施設名,表番号,行番号,条件1,条件2,条件3,条件4,条件5,条件6,条件7,条件8,列001,列002,列003,列004,列005,列006,列007,列008,列009,列010,列011,列012,列013,列014,列015,列016,列017,列018,列019,列020,列021,列022,列023,列024,列025,列026,列027,列028,列029,列030,列031,列032,列033,列034,列035,列036,列037,列038,列039,列040,列041,列042,列043,列044,列045,列046,列047,列048,列049,列050,列051,列052,列053,列054,列055,列056,列057,列058,列059,列060,列061,列062,列063,列064,列065,列066,列067,列068,列069,列070,列071,列072,列073,列074,列075,列076,列077,列078,列079,列080
2013,46,1,0,11002,札幌市,1,施設001,21,1,1,2,1,0,1,1,2,2,2406901,1247047,0,156942,730516,4541406,2875090,2875090,0,0,12104945,360944,75204,134934,4562986,801609,387339.0,0.0,4933078.0,781080.0,2049658.0,1218517.0,178327.0,705496.0,837563.0,0.0,0.0,1214892.0,32829990.0,7425.0,618.0,2618616.0,2442183.0,99344.0,77089.0,1371942.0,268148.0,7655.0,862468.0,233671.0,3990558.0,29532.0,12784.0,694951.0,0.0,0.0,694951.0,29.0,1560111.0,1101.0,37095.0,537.0,54.0,98318.0,0.0,8032.0,32936340.0,156942.0,58732.0,42202.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12025,函館市,1,末端給水事業,21,1,2,3,1,0,3,2,1,3,455239,225339,0,58704,151697,890979,349562,349562,0,0,1352301,55463,5681,33382,280520,16513,54222.0,2164.0,807891.0,169794.0,274960.0,326726.0,36411.0,0.0,41970.0,0.0,0.0,165841.0,4056489.0,1510.0,126.0,488691.0,466866.0,21825.0,0.0,246235.0,31695.0,0.0,167555.0,46985.0,734926.0,5608.0,2653.0,58704.0,58704.0,0.0,0.0,3.0,140207.0,99.0,6589.0,487.0,47.0,0.0,0.0,0.0,4056489.0,0.0,9364.0,14080.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12033,小樽市,1,水道事業,21,1,1,3,1,0,4,2,2,2,218056,97949,0,2320,70882,389207,364501,364501,0,0,939131,43854,2211,16315,26467,9514,31766.0,7581.0,277911.0,113549.0,14835.0,126292.0,23235.0,0.0,14318.0,0.0,0.0,189319.0,2312095.0,744.0,62.0,244223.0,233457.0,10766.0,0.0,109316.0,8242.0,0.0,82889.0,18185.0,353539.0,3005.0,1547.0,61985.0,2320.0,59665.0,0.0,4.0,174420.0,120.0,0.0,475.0,44.0,0.0,0.0,0.0,2312095.0,0.0,8379.0,8379.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12041,旭川市,1,末端給水事業,21,1,1,3,1,0,2,2,2,3,318785,155317,0,98339,108147,680588,729777,729777,0,0,2451649,149374,6251,12678,107072,1687,68011.0,0.0,481869.0,150523.0,224364.0,98984.0,7998.0,0.0,53919.0,0.0,0.0,244513.0,4987388.0,1161.0,96.0,388648.0,377541.0,11107.0,0.0,187285.0,13980.0,1058.0,135615.0,36632.0,575933.0,4189.0,2018.0,98339.0,98339.0,0.0,0.0,4.0,220647.0,152.0,0.0,496.0,55.0,1834.0,0.0,0.0,4989222.0,0.0,476.0,12170.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12050,室蘭市,1,末端給水事業,21,1,1,3,1,0,5,2,1,2,102706,60316,54559,100000,44643,362224,180327,180327,0,0,682873,78130,3915,11754,44783,2191,46744.0,0.0,83757.0,31076.0,6887.0,21672.0,7432.0,16690.0,11066.0,0.0,0.0,76784.0,1584548.0,384.0,32.0,126098.0,122925.0,3173.0,0.0,71392.0,10978.0,778.0,47095.0,12541.0,197490.0,1422.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,0.0,20186.0,0.0,0.0,1604734.0,100000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12068,釧路市,1,末端給水事業,21,1,2,3,1,0,3,2,1,2,253524,131940,8752,104893,82648,581757,370665,370665,0,0,1683690,151645,3542,22824,189743,2830,122043.0,0.0,463311.0,137530.0,115232.0,195100.0,15449.0,0.0,5083.0,0.0,0.0,289075.0,3886208.0,978.0,81.0,325174.0,314896.0,10278.0,0.0,170625.0,17557.0,819.0,115829.0,36420.0,495799.0,3882.0,2047.0,154893.0,104893.0,0.0,50000.0,7.0,328882.0,211.0,1425.0,507.0,47.0,29071.0,0.0,0.0,3915279.0,0.0,16456.0,21114.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12076,帯広市,1,帯広市水道事業,21,1,1,3,1,0,3,2,3,2,186409,88554,0,60000,63685,398648,366781,366781,0,0,1008581,49411,2782,20630,82617,2277,9566.0,0.0,133304.0,29485.0,25555.0,60740.0,17524.0,0.0,15489.0,1066817.0,640090.0,220102.0,3377005.0,648.0,54.0,214641.0,207095.0,7546.0,0.0,103279.0,8695.0,0.0,76371.0,18213.0,317920.0,2498.0,1259.0,31369.0,31369.0,0.0,0.0,11.0,72811.0,433.0,1683.0,491.0,7.0,0.0,0.0,0.0,3377005.0,28631.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12084,北見市,1,末端給水事業,21,1,2,3,1,0,4,2,2,2,142781,74439,0,45865,44687,307772,350783,350783,0,0,923041,91931,2350,14102,128210,98,62358.0,1059.0,450592.0,196616.0,160981.0,81189.0,11806.0,0.0,58348.0,0.0,0.0,108126.0,2498770.0,552.0,46.0,183034.0,174478.0,8556.0,0.0,91498.0,9631.0,0.0,61799.0,20068.0,274532.0,1991.0,971.0,45865.0,45865.0,0.0,0.0,13.0,105000.0,69.0,0.0,497.0,8.0,12363.0,93548.0,0.0,2604681.0,0.0,32614.0,37664.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12092,夕張市,1,水道施設,21,1,1,3,1,0,9,2,2,1,11161,5330,1875,0,3928,22294,23589,23589,0,0,128853,0,0,534,14011,36,0.0,0.0,112611.0,950.0,5594.0,106067.0,0.0,0.0,11.0,0.0,0.0,27077.0,329016.0,48.0,4.0,11161.0,10985.0,176.0,0.0,5336.0,1056.0,0.0,2912.0,1368.0,16497.0,157.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,329016.0,0.0,1471.0,859.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12106,岩見沢市,1,001,21,1,1,3,1,0,5,2,5,3,66045,35805,0,0,23077,124927,171437,171437,0,0,461481,8269,1234,6851,73825,1069,0.0,6147.0,83811.0,1201.0,25213.0,57223.0,174.0,0.0,114751.0,225954.0,135572.0,79294.0,1359050.0,240.0,20.0,76640.0,72801.0,3839.0,0.0,40766.0,6438.0,0.0,27740.0,6588.0,117406.0,848.0,418.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,0.0,0.0,0.0,0.0,1359050.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12114,網走市,1,末端給水事業,21,1,1,3,1,0,6,2,6,2,42875,21126,0,25000,14364,103365,142657,142657,0,0,343058,0,5349,6995,101044,36898,1216.0,0.0,70566.0,2537.0,7609.0,0.0,60420.0,0.0,0.0,0.0,0.0,28768.0,839916.0,168.0,14.0,50357.0,48419.0,1938.0,0.0,25170.0,3331.0,0.0,16784.0,5055.0,75527.0,565.0,242.0,25000.0,25000.0,0.0,0.0,6.0,40759.0,27.0,0.0,450.0,7.0,3697.0,0.0,0.0,843613.0,0.0,0.0,2210.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12122,留萌市,1,留萌市水道事業,21,1,1,3,1,0,7,2,1,2,30347,14026,0,0,12924,57297,91770,91770,0,0,174522,9032,748,1214,35250,18612,9550.0,0.0,41596.0,13093.0,15159.0,11645.0,1699.0,0.0,3479.0,0.0,0.0,71374.0,514444.0,156.0,13.0,43705.0,43094.0,611.0,0.0,20508.0,2148.0,0.0,15215.0,3145.0,64213.0,626.0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,0.0,0.0,0.0,0.0,514444.0,0.0,35.0,3106.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12131,苫小牧市,1,末端給水事業,21,1,1,3,1,0,3,2,1,3,273145,135480,0,0,93111,501736,282999,282999,0,0,934222,72782,4581,13686,136901,6639,18787.0,6790.0,179961.0,81442.0,20750.0,72643.0,5126.0,0.0,20102.0,0.0,0.0,205813.0,2384999.0,960.0,80.0,309741.0,298804.0,10937.0,0.0,155791.0,16090.0,2126.0,108344.0,29231.0,465532.0,3499.0,1635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2524.0,485.0,0.0,17190.0,0.0,0.0,2402189.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12149,稚内市,1,1,21,1,2,3,1,0,6,2,2,2,61602,33362,0,26267,21014,142245,36145,36145,0,0,583864,24643,511,6065,92260,0,0.0,0.0,196638.0,122840.0,14877.0,58921.0,0.0,0.0,5648.0,0.0,0.0,77986.0,1166005.0,192.0,16.0,61602.0,59798.0,1804.0,0.0,33398.0,2667.0,150.0,21800.0,8781.0,95000.0,710.0,380.0,26267.0,26267.0,0.0,0.0,1.0,55860.0,40.0,0.0,495.0,56.0,0.0,0.0,0.0,1166005.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12157,美唄市,1,美唄浄水場,21,1,1,3,2,0,7,2,2,2,40415,16508,0,0,13195,70118,80926,80406,520,0,205535,2455,163,1915,32094,934,11865.0,0.0,62163.0,20771.0,173.0,41219.0,0.0,0.0,11647.0,36945.0,17543.0,24175.0,540935.0,153.0,12.0,51600.0,49647.0,1953.0,0.0,21639.0,3648.0,0.0,14855.0,3136.0,73239.0,587.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,0.0,652.0,0.0,17906.0,559493.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12165,芦別市,1,末端給水事業,21,1,1,3,1,0,7,2,1,2,35557,15956,0,0,11211,62724,71077,71077,0,0,97187,14979,99,908,8825,21440,6832.0,0.0,43903.0,15288.0,18212.0,10289.0,114.0,0.0,0.0,0.0,0.0,20190.0,348164.0,120.0,10.0,40499.0,39073.0,1426.0,0.0,17576.0,1215.0,0.0,14186.0,2175.0,58075.0,477.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,0.0,4761.0,0.0,747.0,353672.0,0.0,19563.0,46714.0,,,,,,,,,,,,,,,,,,,,
2013,46,1,0,12173,江別市,1,江別市,21,1,1,3,1,0,4,1,1,2,154939,84126,0,0,52420,291485,97475,97475,0,0,579749,31015,1646,15107,114483,233,60760.0,3258.0,255647.0,87798.0,104891.0,51540.0,11418.0,0.0,0.0,327659.0,291117.0,155375.0,1933892.0,540.0,45.0,168626.0,163894.0,4732.0,0.0,93585.0,18362.0,0.0,59931.0,15292.0,262211.0,1905.0,916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,486.0,0.0,115369.0,0.0,0.0,2049261.0,0.0,1119.0,1119.0,,,,,,,,,,,,,,,,,,,,
