決算年度,業務コード,業種コード,事業コード,団体コード,団体名,施設コード,施設名,表番号,行番号,条件1,条件2,条件3,条件4,条件5,条件6,条件7,条件8,列001,列002,列003,列004,列005,列006,列007,列008,列009,列010,列011,列012,列013,列014,列015,列016,列017,列018,列019,列020,列021,列022,列023,列024,列025,列026,列027,列028,列029,列030,列031,列032,列033,列034,列035,列036,列037,列038,列039,列040,列041,列042,列043,列044,列045,列046,列047,列048,列049,列050,列051,列052,列053,列054,列055,列056,列057,列058,列059,列060,列061,列062,列063,列064,列065,列066,列067,列068,列069,列070,列071,列072,列073,列074,列075,列076,列077,列078,列079,列080
2015,46,6,0,47500,地方独立行政法人宮城県立こども病院,1,宮城県立こども病院,64,1,1,6,2,4,3,0,0,0,853100,853100,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,853100,0,0,853100,944466,0,0,0,0,944466,853100,0,0,853100,0,0,0,0,91366,210900,0,0,0,210900,0,6338116,0,0,7493482,0,6640382,0,0,0,0,0,0,0,0,0,6640382.0,0.0,9797272.0,4502521.0,1076795.0,1234087.0,2730836.0,14299793.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,47510,地方独立行政法人宮城県立病院機構,1,宮城県立循環器・呼吸器病センター,64,1,4,6,2,5,3,0,0,0,117600,117600,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,117600,0,0,117600,134415,0,0,0,0,134415,117600,0,0,117600,0,0,0,0,16815,60381,0,0,0,60381,0,169499,0,0,364295,0,246695,0,0,0,0,0,0,0,0,0,246695.0,0.0,12579541.0,3649294.0,2075591.0,174353.0,23450.0,16228835.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,47510,地方独立行政法人宮城県立病院機構,2,宮城県立精神医療センター,64,1,4,6,1,9,3,0,0,0,163700,163700,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,163700,0,0,163700,194034,0,0,0,0,194034,163700,0,158200,5500,0,0,0,0,30334,8308,0,0,0,8308,0,82771,0,0,285113,0,121413,0,0,0,0,0,0,0,0,0,121413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,47510,地方独立行政法人宮城県立病院機構,3,宮城県立がんセンター,64,1,4,6,2,3,3,0,0,0,170500,170500,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,170500,0,0,170500,309541,0,0,0,0,309541,170500,0,0,170500,0,0,0,0,139041,318465,0,0,0,318465,0,597221,0,0,1225227,0,1054727,0,0,0,0,0,0,0,0,0,1054727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,57500,地方独立行政法人秋田県立病院機構,1,脳血管研究センター,64,1,2,6,2,5,3,0,0,0,286700,196200,90500,0,0,0.0,0.0,0.0,0.0,12118.0,0.0,0,298818,0,0,298818,858439,0,0,0,0,858439,196200,0,29500,166700,0,12118,0,0,650121,206993,0,0,0,206610,383,15620,0,26265,1107317,0,808499,0,571253,0,0,0,0,237246,0,808499,0.0,0.0,10386409.0,2891897.0,942146.0,1044266.0,-437661.0,13278306.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,57500,地方独立行政法人秋田県立病院機構,2,リハビリテーション・精神医療センター,64,1,4,6,1,3,3,0,0,0,281600,281600,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,281600,0,0,281600,304321,0,0,0,0,304321,281600,0,0,281600,0,0,0,0,22721,73600,0,0,0,73600,0,522459,0,229,900609,0,619009,0,291023,0,0,0,0,327986,0,619009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,57510,地方独立行政法人市立秋田総合病院,1,地方独立行政法人市立秋田総合病院,64,1,2,6,1,2,3,0,0,0,476900,476900,0,0,221158,0.0,0.0,0.0,0.0,2424.0,0.0,0,700482,0,0,700482,574112,0,0,2424,0,571688,476900,0,476900,0,0,2424,0,0,94788,0,0,0,0,0,0,344000,0,0,918112,0,217630,0,217630,0,0,0,0,0,0,217630,0.0,0.0,8808289.0,3939659.0,1727562.0,3906517.0,674157.0,12747948.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,67500,地方独立行政法人山形県・酒田市病院機構,1,日本海総合病院,64,1,3,6,1,1,3,0,0,0,614400,614400,0,0,1168231,0.0,0.0,0.0,0.0,0.0,0.0,656,1783287,0,0,1783287,604097,0,0,0,0,604097,0,0,0,0,0,0,0,604097,0,844326,0,0,0,844326,0,1128123,0,6312,2582858,0,799571,0,799571,0,0,0,0,0,0,799571,0.0,0.0,26454488.0,12064220.0,2930257.0,13456377.0,2883847.0,38518707.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,67500,地方独立行政法人山形県・酒田市病院機構,2,酒田医療センター,64,1,3,6,2,5,3,0,0,0,15000,15000,0,0,67376,0.0,0.0,0.0,0.0,0.0,0.0,0,82376,0,0,82376,15780,0,0,0,0,15780,0,0,0,0,0,0,0,15780,0,21850,0,0,0,21850,0,84677,0,0,122307,0,39931,39931,0,0,0,0,0,0,0,39931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,97500,地方独立行政法人新小山市民病院,1,地方独立行政法人新小山市民病院,64,1,3,6,2,3,3,0,0,0,3495700,1449700,2046000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1920,3497620,0,0,3497620,5693025,0,0,0,0,5693025,1449700,0,1449700,0,0,0,0,0,4243325,24302,0,0,0,24302,0,136745,0,244362,6098434,0,2600814,2445859,0,0,0,0,0,154955,154955,2600814,0.0,0.0,4132900.0,3691899.0,2025192.0,735327.0,351407.0,7824799.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,127500,地方独立行政法人さんむ医療センター,1,地方独立行政法人　さんむ医療センター,64,1,4,6,1,3,3,0,0,0,50000,50000,0,0,54159,0.0,0.0,0.0,0.0,0.0,0.0,0,104159,0,0,104159,51125,0,0,0,0,51125,50000,0,50000,0,0,0,0,0,1125,86017,0,0,0,86017,0,0,0,0,137142,0,32983,0,32983,0,0,0,0,0,0,32983,0.0,0.0,1587672.0,2445567.0,588362.0,1403259.0,1412403.0,4033239.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,127510,地方独立行政法人東金九十九里地域医療センター,1,東千葉メディカルセンター,64,1,4,6,2,4,3,0,0,0,965100,965100,0,0,299800,0.0,0.0,0.0,0.0,0.0,0.0,0,1264900,0,0,1264900,98892,0,0,0,0,98892,98892,0,98892,0,0,0,0,0,0,493800,0,0,0,493800,0,0,0,14480,607172,657728,0,0,0,0,0,0,0,0,0,0,0.0,0.0,12156402.0,537282.0,472363.0,95236.0,603384.0,12693684.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,137500,地方独立行政法人東京都健康長寿医療センター,1,地方独立行政法人東京都健康長寿医療センター,64,1,1,6,2,1,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,32294088.0,6506746.0,2013618.0,9410099.0,8268389.0,38800834.0,,,,,,,,,,,,,,,,,,,,
