決算年度,業務コード,業種コード,事業コード,団体コード,団体名,施設コード,施設名,表番号,行番号,条件1,条件2,条件3,条件4,条件5,条件6,条件7,条件8,列001,列002,列003,列004,列005,列006,列007,列008,列009,列010,列011,列012,列013,列014,列015,列016,列017,列018,列019,列020,列021,列022,列023,列024,列025,列026,列027,列028,列029,列030,列031,列032,列033,列034,列035,列036,列037,列038,列039,列040,列041,列042,列043,列044,列045,列046,列047,列048,列049,列050,列051,列052,列053,列054,列055,列056,列057,列058,列059,列060,列061,列062,列063,列064,列065,列066,列067,列068,列069,列070,列071,列072,列073,列074,列075,列076,列077,列078,列079,列080
2013,46,6,0,47500,地方独立行政法人宮城県立こども病院,1,宮城県立こども病院,64,1,1,6,2,5,3,0,0,0,109300,109300,0,0,256747,0.0,0.0,0.0,0.0,0.0,0.0,71996,438043,0,0,438043,854172,0,123628,818603,0,35569,0,0,0,0,0,0,0,818603,35569,32975,0,0,0,32975,0,358234,0,0,1245381,0,807338,165628,641710,0,0,0,0,0,0.0,807338.0,0.0,0.0,10402728.0,4489466.0,975231.0,1234087.0,2474089.0,14892194.0,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,47510,地方独立行政法人宮城県立病院機構,1,宮城県立循環器・呼吸器病センター,64,1,4,6,2,4,3,0,0,0,59800,59800,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,59800,0,0,59800,81962,0,0,0,0,81962,59800,0,0,59800,0,0,0,0,22162,23075,0,0,0,23075,0,376683,0,0,481720,0,421920,0,0,0,0,0,0,0,0.0,0.0,421920.0,0.0,13434154.0,3154192.0,1888282.0,174353.0,124281.0,16588347.0,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,47510,地方独立行政法人宮城県立病院機構,2,宮城県立精神医療センター,64,1,4,6,1,9,3,0,0,0,29700,29700,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,29700,0,0,29700,41244,0,0,0,0,41244,29700,0,20800,8900,0,0,0,0,11544,3800,0,0,0,3800,0,93805,0,0,138849,0,109149,0,0,0,0,0,0,0,0.0,0.0,109149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,47510,地方独立行政法人宮城県立病院機構,3,宮城県立がんセンター,64,1,4,6,1,3,3,0,0,0,1553100,1553100,0,0,0,0.0,0.0,0.0,0.0,40630.0,0.0,4637,1598367,0,0,1598367,1664782,0,0,583989,543300,1080793,1009800,0,469300,1083800,0,40630,0,0,71052,27925,0,0,0,27925,0,749465,0,0,2442172,0,843805,0,0,0,0,0,0,0,0.0,0.0,843805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,57500,地方独立行政法人秋田県立病院機構,1,脳血管研究センター,64,1,2,6,2,5,3,0,0,0,15000,15000,0,0,0,0.0,0.0,0.0,0.0,3408.0,0.0,0,18408,0,0,18408,75539,0,0,0,0,75539,15000,0,0,15000,0,3408,0,0,57131,162400,0,0,0,162400,0,111455,0,3961,353355,0,334947,0,334947,0,0,0,0,0,0.0,334947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,57500,地方独立行政法人秋田県立病院機構,2,リハビリテーション・精神医療センター,64,1,4,6,1,3,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1280.0,0.0,0,1280,0,0,1280,53169,0,0,0,0,53169,0,0,0,0,0,1280,0,0,51889,112000,0,0,0,112000,0,492388,0,0,657557,0,656277,0,353483,0,0,0,0,302794,0.0,656277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,67500,地方独立行政法人山形県・酒田市病院機構,1,日本海総合病院,64,1,3,6,1,1,3,0,0,0,1453400,1453400,0,0,985109,0.0,0.0,0.0,0.0,5157.0,0.0,4617,2448283,0,0,2448283,1720570,0,0,0,0,1720570,0,0,0,0,0,0,0,1720570,0,530761,0,0,0,530761,0,1091241,0,0,3342572,0,894289,0,894289,0,0,0,0,0,0.0,894289.0,0.0,0.0,23823376.0,12165306.0,2704987.0,11303900.0,1692985.0,35988682.0,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,67500,地方独立行政法人山形県・酒田市病院機構,2,酒田医療センター,64,1,3,6,2,5,3,0,0,0,5800,5800,0,0,57055,0.0,0.0,0.0,0.0,0.0,0.0,0,62855,0,0,62855,193164,0,0,0,0,193164,5000,0,2500,2500,0,0,0,0,188164,1150,0,0,0,1150,0,84677,0,0,278991,0,216136,216136,0,0,0,0,0,0,0.0,216136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,97500,地方独立行政法人新小山市民病院,1,地方独立行政法人新小山市民病院,64,1,3,6,1,3,3,0,0,0,297600,297600,0,0,0,0.0,0.0,8085.0,0.0,0.0,0.0,3910,309595,0,0,309595,317693,0,0,0,0,317693,297600,0,271300,26300,0,0,0,0,20093,0,0,0,0,0,0,128823,0,171686,618202,0,308607,297719,0,0,0,0,0,10888,10888.0,308607.0,0.0,0.0,1539174.0,2608232.0,2506618.0,735327.0,0.0,4147406.0,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,127500,地方独立行政法人さんむ医療センター,1,地方独立行政法人　さんむ医療センター,64,1,4,6,1,3,3,0,0,0,50000,50000,0,0,62932,0.0,0.0,0.0,0.0,0.0,0.0,0,112932,0,0,112932,91224,0,0,0,0,91224,50000,0,0,50000,0,0,0,0,41224,72942,0,0,0,72942,0,0,0,0,164166,0,51234,0,51234,0,0,0,0,0,0.0,51234.0,0.0,0.0,1855451.0,1784868.0,594370.0,1403259.0,971717.0,2374976.0,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,127510,地方独立行政法人東金九十九里地域医療センター,1,東千葉メディカルセンター,64,1,4,6,3,0,4,0,0,0,7477500,7477500,0,0,112628,0.0,0.0,0.0,0.0,2084457.0,0.0,0,9674585,0,0,9674585,9617504,0,0,9570806,7440100,46698,37400,0,7477500,0,0,2079441,0,60563,0,0,0,0,0,0,0,0,0,30217,9647721,26864,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,137500,地方独立行政法人東京都健康長寿医療センター,1,地方独立行政法人東京都健康長寿医療センター,64,1,1,6,1,1,3,0,0,0,0,0,0,0,0,2651000.0,0.0,0.0,0.0,12682.0,0.0,0,2663682,0,0,2663682,1688098,0,0,0,0,1688098,0,0,0,0,0,65,0,1688033,0,0,0,0,0,0,0,0,0,0,1688098,975584,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31301774.0,16788913.0,1847417.0,9410099.0,4104822.0,48090687.0,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,147500,地方独立行政法人神奈川県立病院機構,1,足柄上病院,64,1,6,6,2,4,3,0,0,0,145000,145000,0,0,139146,0.0,0.0,0.0,0.0,10875.0,0.0,0,295021,0,0,295021,159336,0,0,0,0,159336,145000,0,0,145000,0,0,0,0,14336,67025,0,0,0,67025,0,491955,0,18720,737036,0,442015,441774,0,0,0,0,0,241,241.0,442015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,147500,地方独立行政法人神奈川県立病院機構,2,精神医療センター芹香病院,64,1,1,6,1,9,3,0,0,0,1449000,1449000,0,0,18318,0.0,0.0,0.0,0.0,329329.0,0.0,0,1796647,0,0,1796647,1814152,0,0,0,0,1814152,1449000,0,1449000,0,0,0,0,0,365152,4700,0,0,0,4700,0,4625,0,0,1823477,0,26830,26815,0,0,0,0,0,15,15.0,26830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,147500,地方独立行政法人神奈川県立病院機構,3,精神医療センターせりがや病院,64,1,1,6,2,9,3,0,0,0,0,0,0,0,14110,0.0,0.0,0.0,0.0,0.0,0.0,0,14110,0,0,14110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,0,0,0,1925,0,54732,0,0,56657,0,42547,42524,0,0,0,0,0,23,23.0,42547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
