決算年度,業務コード,業種コード,事業コード,団体コード,団体名,施設コード,施設名,表番号,行番号,条件1,条件2,条件3,条件4,条件5,条件6,条件7,条件8,列001,列002,列003,列004,列005,列006,列007,列008,列009,列010,列011,列012,列013,列014,列015,列016,列017,列018,列019,列020,列021,列022,列023,列024,列025,列026,列027,列028,列029,列030,列031,列032,列033,列034,列035,列036,列037,列038,列039,列040,列041,列042,列043,列044,列045,列046,列047,列048,列049,列050,列051,列052,列053,列054,列055,列056,列057,列058,列059,列060,列061,列062,列063,列064,列065,列066,列067,列068,列069,列070,列071,列072,列073,列074,列075,列076,列077,列078,列079,列080
2015,46,6,0,47500,地方独立行政法人宮城県立こども病院,1,宮城県立こども病院,67,1,1,6,2,4,3,0,0,0,65459,0,0,0,0,65459,87369.0,0.0,0.0,0.0,0.0,87369.0,26352.0,103578.0,120.0,90.0,130140.0,36151.0,269667.0,1049679.0,50097.0,14734.0,2159628.0,50056.0,7977.0,15210.0,59197.0,7680.0,215749.0,19567.0,165522.0,53617.0,437974.0,4612505.0,43831.0,485416.0,529247.0,540722.0,25722.0,566444.0,3600.0,3300.0,0.0,0.0,15312.0,68.0,22280.0,730.0,2850.0,10.0,140.0,110.0,440.0,50.0,90.0,120.0,680.0,5220.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,47510,地方独立行政法人宮城県立病院機構,1,宮城県立循環器・呼吸器病センター,67,1,4,6,2,5,3,0,0,0,13974,0,4279,0,0,18253,21960.0,0.0,18300.0,0.0,0.0,40260.0,5142.0,31079.0,100.0,80.0,36401.0,29016.0,84166.0,73344.0,81637.0,27184.0,374058.0,32086.0,25110.0,6353.0,21078.0,12669.0,7701.0,399.0,109914.0,65436.0,94204.0,1044355.0,41685.0,91867.0,133552.0,380034.0,13264.0,393298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,770.0,0.0,0.0,60.0,170.0,20.0,100.0,80.0,40.0,1340.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,47510,地方独立行政法人宮城県立病院機構,2,宮城県立精神医療センター,67,1,4,6,1,9,3,0,0,0,0,0,0,73918,0,73918,0.0,0.0,0.0,97210.0,0.0,97210.0,6570.0,50005.0,30.0,0.0,56605.0,74175.0,15636.0,1600.0,14923.0,439.0,1215057.0,180039.0,53332.0,2121.0,23044.0,16089.0,34830.0,3.0,6612.0,7.0,194672.0,1832579.0,90264.0,50466.0,140730.0,84821.0,240.0,85061.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,1370.0,20.0,0.0,60.0,170.0,20.0,0.0,30.0,180.0,2030.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,47510,地方独立行政法人宮城県立病院機構,3,宮城県立がんセンター,67,1,4,6,2,3,3,0,0,0,101618,0,0,0,0,101618,140178.0,0.0,0.0,0.0,0.0,140178.0,29200.0,113515.0,190.0,250.0,143155.0,72618.0,187303.0,1117191.0,72752.0,24022.0,3369346.0,158691.0,251815.0,15639.0,50094.0,497184.0,946527.0,43079.0,478040.0,619737.0,252382.0,8156420.0,569802.0,1133830.0,1703632.0,1601566.0,66955.0,1668521.0,12960.0,3240.0,0.0,0.0,69863.0,62.0,86125.0,730.0,3110.0,0.0,0.0,200.0,250.0,20.0,250.0,210.0,140.0,4910.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,57500,地方独立行政法人秋田県立病院機構,1,脳血管研究センター,67,1,2,6,2,5,3,0,0,0,42627,0,0,0,0,42627,67344.0,0.0,0.0,0.0,0.0,67344.0,14387.0,68869.0,100.0,170.0,83526.0,47464.0,79132.0,887474.0,112807.0,200442.0,1051458.0,77393.0,336334.0,24923.0,52677.0,299884.0,4249.0,9676.0,189558.0,310271.0,130996.0,3814738.0,347348.0,83381.0,430729.0,481516.0,60874.0,542390.0,10800.0,1620.0,1080.0,1080.0,6711.0,8.0,21299.0,380.0,1800.0,0.0,100.0,140.0,590.0,30.0,190.0,100.0,840.0,4170.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,57500,地方独立行政法人秋田県立病院機構,2,リハビリテーション・精神医療センター,67,1,4,6,1,3,3,0,0,0,14963,15047,0,61302,0,91312,18300.0,18300.0,0.0,73200.0,0.0,109800.0,5978.0,70608.0,50.0,40.0,76676.0,53518.0,11997.0,15885.0,36952.0,86885.0,1301374.0,180508.0,484498.0,3413.0,11800.0,176187.0,494.0,9006.0,20740.0,31657.0,54737.0,2479651.0,229705.0,12491.0,242196.0,138701.0,9228.0,147929.0,4320.0,1620.0,0.0,0.0,6215.0,80.0,12235.0,170.0,1790.0,0.0,140.0,30.0,410.0,50.0,40.0,50.0,710.0,3390.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,57510,地方独立行政法人市立秋田総合病院,1,地方独立行政法人市立秋田総合病院,67,1,2,6,1,2,3,0,0,0,113987,0,2695,13267,0,129949,137554.0,0.0,8052.0,21960.0,0.0,167566.0,36966.0,141825.0,310.0,150.0,179251.0,62077.0,97733.0,1074578.0,57511.0,5535.0,4713888.0,213601.0,124799.0,75148.0,113058.0,271031.0,364393.0,627202.0,662460.0,316330.0,635076.0,9414420.0,333108.0,462126.0,795234.0,2369309.0,82337.0,2451646.0,11880.0,2160.0,1296.0,0.0,61650.0,84.0,77070.0,1010.0,3513.0,129.0,539.0,257.0,827.0,72.0,180.0,347.0,494.0,7368.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,67500,地方独立行政法人山形県・酒田市病院機構,1,日本海総合病院,67,1,3,6,1,1,3,0,0,0,190451,0,0,0,7,190458,234972.0,0.0,0.0,0.0,1464.0,236436.0,48612.0,247800.0,370.0,290.0,297072.0,87285.0,91700.0,3726487.0,152466.0,32964.0,7119745.0,272969.0,513332.0,118601.0,203245.0,521391.0,1022400.0,409384.0,1064202.0,918160.0,756998.0,17011329.0,608676.0,1114100.0,1722776.0,2582014.0,292394.0,2874408.0,11560.0,3460.0,0.0,0.0,89976.0,104.0,105100.0,1397.0,5837.0,70.0,60.0,280.0,1040.0,70.0,290.0,400.0,450.0,9894.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,67500,地方独立行政法人山形県・酒田市病院機構,2,酒田医療センター,67,1,3,6,2,5,3,0,0,0,0,35486,0,0,0,35486,0.0,41724.0,0.0,0.0,0.0,41724.0,1809.0,18781.0,0.0,0.0,20590.0,3685.0,646.0,3293.0,0.0,172.0,591502.0,66865.0,276167.0,163.0,416.0,471.0,2.0,3.0,51.0,4.0,20897.0,964337.0,4156.0,648.0,4804.0,6708.0,522.0,7230.0,1630.0,1300.0,0.0,0.0,4315.0,14.0,7259.0,47.0,385.0,20.0,155.0,20.0,126.0,20.0,0.0,0.0,510.0,1283.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2015,46,6,0,97500,地方独立行政法人新小山市民病院,1,地方独立行政法人新小山市民病院,67,1,3,6,2,3,3,0,0,0,89010,0,0,0,0,89010,121350.0,0.0,0.0,0.0,0.0,121350.0,18867.0,104210.0,180.0,130.0,123387.0,31178.0,81132.0,834560.0,105065.0,51792.0,3113087.0,109964.0,170735.0,57069.0,237448.0,18108.0,364645.0,211475.0,523886.0,282443.0,78027.0,6270614.0,49286.0,445777.0,495063.0,197621.0,52684.0,250305.0,25000.0,8000.0,0.0,0.0,77363.0,85.0,110448.0,470.0,2130.0,20.0,260.0,150.0,380.0,40.0,130.0,180.0,640.0,4400.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
