決算年度,業務コード,業種コード,事業コード,団体コード,団体名,施設コード,施設名,表番号,行番号,条件1,条件2,条件3,条件4,条件5,条件6,条件7,条件8,列001,列002,列003,列004,列005,列006,列007,列008,列009,列010,列011,列012,列013,列014,列015,列016,列017,列018,列019,列020,列021,列022,列023,列024,列025,列026,列027,列028,列029,列030,列031,列032,列033,列034,列035,列036,列037,列038,列039,列040,列041,列042,列043,列044,列045,列046,列047,列048,列049,列050,列051,列052,列053,列054,列055,列056,列057,列058,列059,列060,列061,列062,列063,列064,列065,列066,列067,列068,列069,列070,列071,列072,列073,列074,列075,列076,列077,列078,列079,列080
2013,46,6,0,10006,北海道,1,江差病院,9,1,7,1,2,5,3,0,0,0,3230801,3430401,6661202,2,2,1,146,0,0,48,4,198,3,12101,0,0,12101,0,0,0,0,0,1,6,0,2,3,0,365,40989,244,87348,128946,181,181,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,10006,北海道,6,羽幌病院,9,1,7,1,2,5,3,0,0,0,3280828,3430401,6711229,2,2,1,120,0,0,0,0,120,2,8702,0,0,8702,0,0,0,0,0,1,2,0,2,3,0,365,10519,244,50840,61968,88,88,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,10006,北海道,7,緑ヶ丘病院,9,1,5,1,2,9,3,0,0,0,3280216,3430401,6710617,2,2,3,0,0,0,187,0,187,3,13670,0,0,13670,0,0,0,0,0,2,0,0,4,3,0,365,51423,244,41501,93533,148,148,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,10006,北海道,8,向陽ヶ丘病院,9,1,5,1,2,9,3,0,0,0,3290401,3430401,6720802,2,2,3,0,0,0,146,0,146,3,7476,0,0,7476,0,0,0,0,0,2,0,0,4,3,0,365,38801,244,32515,71925,98,98,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,10006,北海道,10,北見病院,9,1,3,1,2,5,3,0,0,0,3270209,3430401,6700610,2,2,1,130,0,0,0,0,130,3,5913,0,0,5913,0,0,0,0,0,2,0,0,1,3,0,365,8227,244,13225,22061,90,90,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,10006,北海道,12,苫小牧病院,9,1,3,1,2,8,3,0,0,0,3290120,3430401,6720521,2,2,2,40,0,40,0,0,80,3,5790,0,0,5790,0,0,0,0,0,2,0,0,4,3,0,365,2691,244,5317,8617,47,47,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,10006,北海道,13,子ども総合医療・療育センター,9,1,1,1,1,4,3,0,0,0,4190901,4190901,8381802,2,2,1,215,0,0,0,0,215,3,18116,0,0,18116,0,0,0,0,0,2,0,0,1,3,0,365,54338,244,37679,92626,354,354,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,11002,札幌市,1,札幌病院,9,1,1,2,1,1,3,0,0,0,1021101,3390401,4411502,1,1,1,764,0,0,38,8,810,3,60887,0,0,60887,0,0,0,0,0,1,38,38,1,3,0,365,208804,244,427065,636478,1084,1084,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,12025,函館市,1,市立函館病院,9,1,3,3,2,1,3,0,0,0,2110801,3390401,5501202,1,1,1,598,0,30,100,6,734,3,57536,0,0,57536,0,210,215,0,0,1,30,30,1,3,0,365,191249,245,290829,482688,863,863,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,46,6,0,12025,函館市,2,市立函館恵山病院,9,1,3,3,2,6,3,0,0,0,3361113,3411201,6772314,1,1,1,0,60,0,0,0,60,1,4928,0,0,4928,0,0,0,0,0,1,3,0,6,3,0,365,17904,245,16781,35295,40,40,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
